,Value,Years,Crime,State
2949,507,2010,DOWRY DEATH,West Bengal
2950,510,2011,DOWRY DEATH,West Bengal
2951,593,2012,DOWRY DEATH,West Bengal
2952,954,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2953,964,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2954,1186,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2955,1566,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2956,1572,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2957,1837,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2958,2281,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2959,2396,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2960,1942,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2961,2465,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2962,2363,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2963,3345,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,West Bengal
2964,48,2001,INSULT TO THE MODESTY OF WOMEN,West Bengal
2965,34,2002,INSULT TO THE MODESTY OF WOMEN,West Bengal
2966,71,2003,INSULT TO THE MODESTY OF WOMEN,West Bengal
2967,64,2004,INSULT TO THE MODESTY OF WOMEN,West Bengal
2968,54,2005,INSULT TO THE MODESTY OF WOMEN,West Bengal
2969,63,2006,INSULT TO THE MODESTY OF WOMEN,West Bengal
2970,99,2007,INSULT TO THE MODESTY OF WOMEN,West Bengal
2971,94,2008,INSULT TO THE MODESTY OF WOMEN,West Bengal
2972,108,2009,INSULT TO THE MODESTY OF WOMEN,West Bengal
2973,163,2010,INSULT TO THE MODESTY OF WOMEN,West Bengal
2974,200,2011,INSULT TO THE MODESTY OF WOMEN,West Bengal
2975,556,2012,INSULT TO THE MODESTY OF WOMEN,West Bengal
2976,3859,2001,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2977,4069,2002,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2978,4948,2003,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2979,6334,2004,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2980,6936,2005,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2981,7414,2006,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2982,9900,2007,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2983,13663,2008,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2984,16112,2009,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2985,17796,2010,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2986,19772,2011,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2987,19865,2012,CRUELTY BY HUSBAND OR RELATIVES,West Bengal
2988,31,2001,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2989,42,2002,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2990,152,2003,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2991,121,2004,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2992,74,2005,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2993,66,2006,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2994,62,2007,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2995,62,2008,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2996,63,2009,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2997,56,2010,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2998,96,2011,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
2999,109,2012,IMMORAL TRAFFIC(PREVENTION)ACT,West Bengal
3000,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3001,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3002,1,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3003,25,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3004,1,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3005,4,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3006,10,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3007,3,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3008,2,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3009,2,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3010,2,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3011,7,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,West Bengal
3012,6570,2001,TOTAL CRIMES AGAINST WOMEN,West Bengal
3013,6842,2002,TOTAL CRIMES AGAINST WOMEN,West Bengal
3014,8508,2003,TOTAL CRIMES AGAINST WOMEN,West Bengal
3015,11047,2004,TOTAL CRIMES AGAINST WOMEN,West Bengal
3016,11887,2005,TOTAL CRIMES AGAINST WOMEN,West Bengal
3017,12785,2006,TOTAL CRIMES AGAINST WOMEN,West Bengal
3018,16544,2007,TOTAL CRIMES AGAINST WOMEN,West Bengal
3019,20912,2008,TOTAL CRIMES AGAINST WOMEN,West Bengal
3020,23307,2009,TOTAL CRIMES AGAINST WOMEN,West Bengal
3021,26125,2010,TOTAL CRIMES AGAINST WOMEN,West Bengal
3022,29133,2011,TOTAL CRIMES AGAINST WOMEN,West Bengal
3023,30942,2012,TOTAL CRIMES AGAINST WOMEN,West Bengal
3024,3,2001,RAPE,A&N Islands
3025,2,2002,RAPE,A&N Islands
3026,2,2003,RAPE,A&N Islands
3027,10,2004,RAPE,A&N Islands
3028,4,2005,RAPE,A&N Islands
3029,6,2006,RAPE,A&N Islands
3030,3,2007,RAPE,A&N Islands
3031,12,2008,RAPE,A&N Islands
3032,18,2009,RAPE,A&N Islands
3033,24,2010,RAPE,A&N Islands
3034,13,2011,RAPE,A&N Islands
3035,12,2012,RAPE,A&N Islands
3036,2,2001,KIDNAPPING & ABDUCTION,A&N Islands
3037,1,2002,KIDNAPPING & ABDUCTION,A&N Islands
3038,2,2003,KIDNAPPING & ABDUCTION,A&N Islands
3039,3,2004,KIDNAPPING & ABDUCTION,A&N Islands
3040,1,2005,KIDNAPPING & ABDUCTION,A&N Islands
3041,5,2006,KIDNAPPING & ABDUCTION,A&N Islands
3042,9,2007,KIDNAPPING & ABDUCTION,A&N Islands
3043,13,2008,KIDNAPPING & ABDUCTION,A&N Islands
3044,14,2009,KIDNAPPING & ABDUCTION,A&N Islands
3045,8,2010,KIDNAPPING & ABDUCTION,A&N Islands
3046,12,2011,KIDNAPPING & ABDUCTION,A&N Islands
3047,7,2012,KIDNAPPING & ABDUCTION,A&N Islands
3048,0,2001,DOWRY DEATH,A&N Islands
3049,0,2002,DOWRY DEATH,A&N Islands
3050,0,2003,DOWRY DEATH,A&N Islands
3051,0,2004,DOWRY DEATH,A&N Islands
3052,0,2005,DOWRY DEATH,A&N Islands
3053,0,2006,DOWRY DEATH,A&N Islands
3054,1,2007,DOWRY DEATH,A&N Islands
3055,2,2008,DOWRY DEATH,A&N Islands
3056,1,2009,DOWRY DEATH,A&N Islands
3057,0,2010,DOWRY DEATH,A&N Islands
3058,0,2011,DOWRY DEATH,A&N Islands
3059,2,2012,DOWRY DEATH,A&N Islands
3060,19,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3061,17,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3062,9,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3063,6,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3064,11,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3065,14,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3066,21,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3067,24,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3068,30,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3069,31,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3070,15,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3071,17,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,A&N Islands
3072,1,2001,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3073,3,2002,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3074,2,2003,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3075,3,2004,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3076,1,2005,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3077,4,2006,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3078,2,2007,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3079,3,2008,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3080,7,2009,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3081,10,2010,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3082,3,2011,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3083,4,2012,INSULT TO THE MODESTY OF WOMEN,A&N Islands
3084,9,2001,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3085,4,2002,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3086,7,2003,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3087,5,2004,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3088,5,2005,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3089,7,2006,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3090,18,2007,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3091,26,2008,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3092,21,2009,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3093,9,2010,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3094,5,2011,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3095,5,2012,CRUELTY BY HUSBAND OR RELATIVES,A&N Islands
3096,0,2001,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3097,0,2002,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3098,0,2003,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3099,0,2004,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3100,0,2005,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3101,0,2006,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3102,1,2007,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3103,0,2008,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3104,1,2009,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3105,3,2010,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3106,3,2011,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3107,2,2012,IMMORAL TRAFFIC(PREVENTION)ACT,A&N Islands
3108,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3109,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3110,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3111,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3112,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3113,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3114,0,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3115,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3116,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3117,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3118,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3119,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,A&N Islands
3120,34,2001,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3121,27,2002,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3122,22,2003,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3123,27,2004,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3124,22,2005,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3125,36,2006,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3126,56,2007,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3127,80,2008,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3128,92,2009,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3129,85,2010,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3130,51,2011,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3131,49,2012,TOTAL CRIMES AGAINST WOMEN,A&N Islands
3132,18,2001,RAPE,Chandigarh
3133,18,2002,RAPE,Chandigarh
3134,18,2003,RAPE,Chandigarh
3135,19,2004,RAPE,Chandigarh
3136,33,2005,RAPE,Chandigarh
3137,19,2006,RAPE,Chandigarh
3138,22,2007,RAPE,Chandigarh
3139,20,2008,RAPE,Chandigarh
3140,29,2009,RAPE,Chandigarh
3141,31,2010,RAPE,Chandigarh
3142,27,2011,RAPE,Chandigarh
3143,27,2012,RAPE,Chandigarh
3144,50,2001,KIDNAPPING & ABDUCTION,Chandigarh
3145,47,2002,KIDNAPPING & ABDUCTION,Chandigarh
3146,28,2003,KIDNAPPING & ABDUCTION,Chandigarh
3147,43,2004,KIDNAPPING & ABDUCTION,Chandigarh
3148,45,2005,KIDNAPPING & ABDUCTION,Chandigarh
3149,57,2006,KIDNAPPING & ABDUCTION,Chandigarh
3150,46,2007,KIDNAPPING & ABDUCTION,Chandigarh
3151,42,2008,KIDNAPPING & ABDUCTION,Chandigarh
3152,36,2009,KIDNAPPING & ABDUCTION,Chandigarh
3153,28,2010,KIDNAPPING & ABDUCTION,Chandigarh
3154,46,2011,KIDNAPPING & ABDUCTION,Chandigarh
3155,66,2012,KIDNAPPING & ABDUCTION,Chandigarh
3156,3,2001,DOWRY DEATH,Chandigarh
3157,1,2002,DOWRY DEATH,Chandigarh
3158,1,2003,DOWRY DEATH,Chandigarh
3159,6,2004,DOWRY DEATH,Chandigarh
3160,3,2005,DOWRY DEATH,Chandigarh
3161,10,2006,DOWRY DEATH,Chandigarh
3162,1,2007,DOWRY DEATH,Chandigarh
3163,3,2008,DOWRY DEATH,Chandigarh
3164,2,2009,DOWRY DEATH,Chandigarh
3165,5,2010,DOWRY DEATH,Chandigarh
3166,2,2011,DOWRY DEATH,Chandigarh
3167,5,2012,DOWRY DEATH,Chandigarh
3168,24,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3169,36,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3170,11,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3171,20,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3172,31,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3173,20,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3174,32,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3175,19,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3176,26,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3177,29,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3178,21,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3179,45,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,Chandigarh
3180,15,2001,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3181,28,2002,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3182,4,2003,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3183,18,2004,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3184,9,2005,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3185,13,2006,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3186,11,2007,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3187,2,2008,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3188,2,2009,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3189,4,2010,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3190,12,2011,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3191,25,2012,INSULT TO THE MODESTY OF WOMEN,Chandigarh
3192,36,2001,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3193,56,2002,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3194,93,2003,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3195,73,2004,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3196,75,2005,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3197,102,2006,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3198,112,2007,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3199,49,2008,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3200,51,2009,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3201,41,2010,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3202,46,2011,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3203,73,2012,CRUELTY BY HUSBAND OR RELATIVES,Chandigarh
3204,3,2001,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3205,3,2002,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3206,4,2003,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3207,9,2004,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3208,9,2005,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3209,3,2006,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3210,5,2007,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3211,7,2008,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3212,4,2009,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3213,3,2010,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3214,1,2011,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3215,0,2012,IMMORAL TRAFFIC(PREVENTION)ACT,Chandigarh
3216,1,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3217,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3218,0,2003,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3219,0,2004,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3220,0,2005,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3221,0,2006,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3222,1,2007,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3223,0,2008,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3224,0,2009,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3225,0,2010,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3226,0,2011,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3227,0,2012,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,Chandigarh
3228,150,2001,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3229,189,2002,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3230,159,2003,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3231,188,2004,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3232,205,2005,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3233,224,2006,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3234,230,2007,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3235,143,2008,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3236,150,2009,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3237,141,2010,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3238,156,2011,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3239,241,2012,TOTAL CRIMES AGAINST WOMEN,Chandigarh
3240,6,2001,RAPE,D&N Haveli
3241,4,2002,RAPE,D&N Haveli
3242,1,2003,RAPE,D&N Haveli
3243,7,2004,RAPE,D&N Haveli
3244,5,2005,RAPE,D&N Haveli
3245,6,2006,RAPE,D&N Haveli
3246,7,2007,RAPE,D&N Haveli
3247,6,2008,RAPE,D&N Haveli
3248,4,2009,RAPE,D&N Haveli
3249,3,2010,RAPE,D&N Haveli
3250,4,2011,RAPE,D&N Haveli
3251,3,2012,RAPE,D&N Haveli
3252,2,2001,KIDNAPPING & ABDUCTION,D&N Haveli
3253,5,2002,KIDNAPPING & ABDUCTION,D&N Haveli
3254,4,2003,KIDNAPPING & ABDUCTION,D&N Haveli
3255,7,2004,KIDNAPPING & ABDUCTION,D&N Haveli
3256,9,2005,KIDNAPPING & ABDUCTION,D&N Haveli
3257,14,2006,KIDNAPPING & ABDUCTION,D&N Haveli
3258,6,2007,KIDNAPPING & ABDUCTION,D&N Haveli
3259,11,2008,KIDNAPPING & ABDUCTION,D&N Haveli
3260,9,2009,KIDNAPPING & ABDUCTION,D&N Haveli
3261,10,2010,KIDNAPPING & ABDUCTION,D&N Haveli
3262,8,2011,KIDNAPPING & ABDUCTION,D&N Haveli
3263,9,2012,KIDNAPPING & ABDUCTION,D&N Haveli
3264,0,2001,DOWRY DEATH,D&N Haveli
3265,0,2002,DOWRY DEATH,D&N Haveli
3266,0,2003,DOWRY DEATH,D&N Haveli
3267,0,2004,DOWRY DEATH,D&N Haveli
3268,0,2005,DOWRY DEATH,D&N Haveli
3269,1,2006,DOWRY DEATH,D&N Haveli
3270,0,2007,DOWRY DEATH,D&N Haveli
3271,0,2008,DOWRY DEATH,D&N Haveli
3272,0,2009,DOWRY DEATH,D&N Haveli
3273,0,2010,DOWRY DEATH,D&N Haveli
3274,0,2011,DOWRY DEATH,D&N Haveli
3275,0,2012,DOWRY DEATH,D&N Haveli
3276,7,2001,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3277,3,2002,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3278,4,2003,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3279,5,2004,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3280,5,2005,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3281,5,2006,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3282,0,2007,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3283,4,2008,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3284,2,2009,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3285,11,2010,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3286,2,2011,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3287,2,2012,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,D&N Haveli
3288,0,2001,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3289,0,2002,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3290,0,2003,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3291,0,2004,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3292,0,2005,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3293,1,2006,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3294,0,2007,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3295,0,2008,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3296,1,2009,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3297,2,2010,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3298,0,2011,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3299,0,2012,INSULT TO THE MODESTY OF WOMEN,D&N Haveli
3300,4,2001,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3301,3,2002,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3302,2,2003,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3303,3,2004,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3304,5,2005,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3305,5,2006,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3306,3,2007,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3307,4,2008,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3308,3,2009,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3309,3,2010,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3310,3,2011,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3311,0,2012,CRUELTY BY HUSBAND OR RELATIVES,D&N Haveli
3312,0,2001,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3313,0,2002,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3314,2,2003,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3315,0,2004,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3316,0,2005,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3317,0,2006,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3318,2,2007,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3319,3,2008,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3320,0,2009,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3321,1,2010,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3322,1,2011,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3323,2,2012,IMMORAL TRAFFIC(PREVENTION)ACT,D&N Haveli
3324,0,2001,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
3325,0,2002,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,D&N Haveli
